Id,Y
546,1
547,2
548,2
549,1
550,1
551,3
552,1
553,2
554,1
555,1
556,2
557,1
558,2
559,2
560,1
561,2
562,1
563,1
564,2
565,1
566,1
567,1
568,3
569,1
570,1
571,1
572,1
573,2
574,1
575,2
576,1
577,1
578,2
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,3
588,1
589,1
590,1
591,2
592,1
593,0
594,1
595,2
596,1
597,2
598,1
599,0
600,2
601,3
602,1
603,3
604,1
605,2
606,1
607,1
608,2
609,1
610,1
611,1
612,2
613,3
614,1
615,2
616,1
617,1
618,0
619,2
620,1
621,2
622,1
623,3
624,1
625,1
626,1
627,1
628,2
629,3
630,1
631,1
632,1
633,1
634,1
635,2
636,1
637,1
638,1
639,1
640,3
641,1
642,1
643,1
644,1
645,1
646,1
647,2
648,3
649,1
650,1
651,2
652,1
653,2
654,1
655,1
656,1
657,1
658,2
659,1
660,1
661,1
662,2
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,2
673,1
674,2
675,2
676,2
677,1
678,1
679,1
680,1
681,1
682,1
683,2
684,2
685,2
686,1
687,1
688,1
689,2
690,1
691,2
692,1
693,1
694,1
695,2
696,1
697,2
698,1
699,1
700,1
701,1
702,2
703,1
704,1
705,2
706,1
707,2
708,1
709,1
710,1
711,1
712,1
713,2
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,1
723,1
724,1
725,1
726,2
727,1
728,1
729,1
730,1
731,1
732,0
733,2
734,1
735,1
736,2
737,1
738,1
739,3
740,3
741,1
742,1
743,1
744,1
745,1
746,2
747,2
748,3
749,2
750,0
751,1
752,2
753,1
754,1
755,1
756,2
757,0
758,1
759,1
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,2
768,1
769,1
770,1
771,2
772,1
773,1
774,1
775,1
776,2
777,1
778,2
779,0
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,3
788,1
789,1
790,2
791,0
792,1
793,1
794,1
795,2
796,1
797,1
798,3
799,1
800,1
801,1
802,1
803,2
804,1
805,1
806,1
807,2
808,1
809,1
810,1
811,1
812,3
813,2
814,1
815,1
816,2
817,2
818,1
819,2
820,1
821,2
822,1
823,2
824,1
825,1
826,3
827,3
828,3
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,1
837,3
838,1
839,1
840,3
841,1
842,2
843,1
844,1
845,1
846,1
847,2
848,1
849,1
850,1
851,1
852,1
853,1
854,1
855,2
856,0
857,1
858,1
859,1
860,1
861,2
862,0
863,3
864,2
865,1
866,1
867,3
868,1
869,1
870,1
871,2
872,1
873,1
874,1
875,1
876,2
877,1
878,2
879,1
880,1
881,1
882,2
883,1
884,1
885,1
886,1
887,1
888,1
889,1
890,1
891,1
892,1
893,2
894,2
895,3
896,0
897,2
898,1
899,0
900,2
901,1
902,1
903,2
904,2
905,1
906,1
907,1
908,1
909,2
910,3
911,1
912,0
913,1
914,2
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,0
923,2
924,1
925,1
926,1
927,1
928,2
929,2
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,1
940,1
941,2
942,1
943,3
944,0
945,2
946,0
947,1
948,1
949,3
950,1
951,3
952,1
953,1
954,2
955,2
956,1
957,1
958,1
959,1
960,1
961,2
962,1
963,1
964,1
965,1
966,1
967,1
968,1
969,1
970,1
971,1
972,1
973,0
974,1
975,1
976,1
977,1
978,1
979,1
980,1
981,1
982,3
983,1
984,1
985,2
986,1
987,1
988,1
989,2
990,1
991,1
992,2
993,1
994,2
995,1
996,1
997,1
998,1
999,1
1000,1
1001,0
1002,1
1003,2
1004,1
1005,2
1006,1
1007,2
1008,1
1009,2
1010,1
1011,1
1012,1
1013,1
1014,1
1015,1
1016,1
1017,1
1018,0
1019,1
1020,1
1021,1
1022,1
1023,2
1024,1
1025,3
1026,2
1027,1
1028,3
1029,1
1030,2
1031,3
1032,1
1033,1
1034,1
1035,1
1036,2
1037,1
1038,1
1039,1
1040,1
1041,1
1042,1
1043,1
1044,2
1045,1
1046,2
1047,1
1048,3
1049,1
1050,1
1051,2
1052,1
1053,1
1054,1
1055,2
1056,1
1057,1
1058,1
1059,1
1060,1
1061,1
1062,1
1063,2
1064,2
1065,1
1066,1
1067,3
1068,1
1069,2
1070,2
1071,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,1
1078,0
1079,2
1080,1
1081,1
1082,2
1083,2
1084,1
1085,1
1086,2
1087,1
1088,0
1089,1
1090,2
1091,1
1092,1
1093,3
1094,1
1095,1
1096,1
1097,1
1098,2
1099,3
1100,1
1101,2
1102,1
1103,3
1104,2
1105,2
1106,1
1107,1
1108,2
1109,1
1110,1
1111,1
1112,2
1113,1
1114,1
1115,2
1116,1
1117,1
1118,1
1119,1
1120,3
1121,1
1122,1
1123,2
1124,1
1125,1
1126,2
1127,1
1128,1
1129,1
1130,1
1131,1
1132,3
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,2
1146,2
1147,2
1148,1
1149,0
1150,1
1151,1
1152,1
1153,1
1154,1
1155,0
1156,3
1157,1
1158,1
1159,2
1160,3
1161,2
1162,2
1163,1
1164,2
1165,1
1166,1
1167,2
1168,0
1169,1
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,1
1177,2
1178,1
1179,1
1180,1
1181,1
1182,1
1183,1
1184,1
1185,3
1186,1
1187,3
1188,3
1189,1
1190,1
1191,0
1192,0
1193,2
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,1
1205,1
1206,1
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,2
1215,1
1216,0
1217,1
1218,1
1219,1
1220,1
1221,0
1222,1
1223,1
1224,1
1225,1
1226,2
1227,1
1228,2
1229,0
1230,1
1231,1
1232,1
1233,1
1234,1
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,2
1243,1
1244,1
1245,2
1246,1
1247,1
1248,2
1249,1
1250,2
1251,1
1252,3
1253,1
1254,1
1255,1
1256,1
1257,1
1258,1
1259,1
1260,0
1261,1
1262,0
1263,2
1264,2
1265,1
1266,1
1267,1
1268,1
1269,2
1270,1
1271,1
1272,1
1273,2
1274,1
1275,1
1276,2
1277,0
1278,1
1279,1
1280,2
1281,1
1282,1
1283,1
1284,0
1285,1
1286,1
1287,1
1288,1
1289,1
1290,1
1291,2
1292,1
1293,1
1294,2
1295,1
1296,2
1297,2
1298,3
1299,1
1300,1
1301,3
1302,1
1303,1
1304,1
1305,1
1306,1
1307,2
1308,2
1309,2
1310,1
1311,1
1312,1
1313,1
1314,1
1315,1
1316,1
1317,1
1318,1
1319,0
1320,2
1321,1
1322,2
1323,1
1324,2
1325,1
1326,1
1327,1
1328,2
1329,1
1330,1
1331,1
1332,1
1333,1
1334,1
1335,2
1336,2
1337,1
1338,1
1339,1
1340,1
1341,2
1342,1
1343,1
1344,1
1345,1
1346,2
1347,3
1348,1
1349,3
1350,1
1351,1
1352,0
1353,1
1354,1
1355,1
1356,1
1357,2
1358,1
1359,1
1360,1
1361,1
1362,1
1363,0
1364,1
1365,1
1366,1
1367,1
1368,2
1369,2
1370,1
1371,1
1372,1
1373,1
1374,2
1375,1
1376,1
1377,1
1378,1
1379,1
1380,2
1381,2
1382,2
1383,1
1384,1
1385,1
1386,1
1387,0
1388,1
1389,1
1390,1
1391,0
1392,1
1393,1
1394,1
1395,0
1396,1
1397,0
1398,1
1399,0
1400,1
1401,2
1402,1
1403,3
1404,2
1405,1
1406,2
1407,1
1408,1
1409,1
1410,1
1411,1
1412,1
1413,1
1414,1
1415,1
1416,1
1417,1
1418,2
1419,1
1420,1
1421,1
1422,2
1423,1
1424,1
1425,1
1426,1
1427,2
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,2
1435,1
1436,1
1437,1
1438,1
1439,1
1440,3
1441,2
1442,1
1443,1
1444,2
1445,1
1446,1
1447,2
1448,1
1449,1
1450,1
1451,1
1452,3
1453,1
1454,1
1455,1
1456,2
1457,1
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1464,2
1465,1
1466,1
1467,2
1468,2
1469,3
1470,1
1471,1
1472,1
1473,1
1474,2
1475,2
1476,2
1477,1
1478,1
1479,1
1480,1
1481,1
1482,2
1483,1
1484,2
1485,1
1486,1
1487,2
1488,1
1489,2
1490,1
1491,1
1492,1
1493,3
1494,1
1495,1
1496,1
1497,1
1498,1
1499,2
1500,1
1501,1
1502,1
1503,1
1504,1
1505,2
1506,2
1507,1
1508,1
1509,2
1510,1
1511,1
1512,1
1513,1
1514,1
1515,0
1516,1
1517,1
1518,2
1519,1
1520,3
1521,1
1522,3
1523,1
1524,3
1525,1
1526,1
1527,1
1528,3
1529,1
1530,1
1531,2
1532,3
1533,1
1534,1
1535,2
1536,3
1537,1
1538,1
1539,1
1540,1
1541,1
1542,1
1543,1
1544,1
1545,1
1546,1
1547,2
1548,2
1549,1
1550,1
1551,2
1552,1
1553,1
1554,2
1555,1
1556,1
1557,1
1558,1
1559,2
1560,3
1561,1
1562,2
1563,1
1564,1
1565,3
1566,1
1567,1
1568,2
1569,1
1570,2
1571,1
1572,1
1573,2
1574,1
1575,2
1576,1
1577,2
1578,1
1579,1
1580,3
1581,1
1582,1
1583,1
1584,1
1585,1
1586,1
1587,1
1588,1
1589,1
1590,1
1591,1
1592,3
1593,1
1594,1
1595,2
1596,2
1597,1
1598,1
1599,1
1600,1
1601,3
1602,3
1603,1
1604,1
1605,0
1606,1
1607,2
1608,0
1609,3
1610,1
1611,3
1612,1
1613,3
1614,1
1615,1
1616,1
1617,1
1618,1
1619,1
1620,1
1621,1
1622,1
1623,1
1624,1
1625,0
1626,1
1627,1
1628,1
1629,1
1630,2
1631,2
1632,0
1633,0
1634,1
1635,0
1636,1
1637,2
1638,1
1639,2
1640,2
1641,1
1642,1
1643,2
1644,1
1645,2
1646,1
1647,3
1648,2
1649,1
1650,1
1651,1
1652,1
1653,1
1654,1
1655,1
1656,1
1657,1
1658,1
1659,3
1660,1
1661,1
1662,2
1663,2
1664,2
1665,1
1666,2
1667,1
1668,1
1669,1
1670,1
1671,1
1672,1
1673,0
1674,2
1675,1
1676,1
1677,1
1678,1
1679,1
1680,1
1681,1
1682,1
1683,1
1684,2
1685,1
1686,2
1687,2
1688,2
1689,1
1690,1
1691,1
1692,1
1693,1
1694,1
1695,1
1696,3
1697,1
1698,2
1699,1
1700,1
1701,2
1702,2
1703,1
1704,1
1705,1
1706,1
1707,1
1708,1
1709,2
1710,2
1711,2
1712,1
1713,1
1714,1
1715,1
1716,2
1717,3
1718,1
1719,1
1720,1
1721,3
1722,1
1723,2
1724,1
1725,1
1726,2
1727,1
1728,3
1729,1
1730,1
1731,1
1732,1
1733,1
1734,1
1735,1
1736,2
1737,1
1738,2
1739,2
1740,1
1741,2
1742,1
1743,1
1744,1
1745,1
1746,3
1747,1
1748,0
1749,1
1750,1
1751,1
1752,2
1753,2
1754,2
1755,1
1756,1
1757,2
1758,1
1759,1
1760,1
1761,1
1762,1
1763,2
1764,1
1765,1
1766,2
1767,1
1768,2
1769,2
1770,1
1771,1
1772,1
1773,1
1774,2
1775,1
1776,3
1777,0
1778,2
1779,1
1780,1
1781,3
1782,1
1783,1
1784,1
1785,1
1786,2
1787,2
1788,2
1789,1
1790,1
1791,2
1792,1
1793,1
1794,3
1795,1
1796,1
1797,1
1798,1
1799,1
1800,1
1801,1
1802,2
1803,1
1804,1
1805,1
1806,1
1807,1
1808,0
1809,3
1810,2
1811,1
1812,1
1813,1
1814,1
1815,2
1816,1
1817,1
1818,0
1819,1
1820,1
1821,1
1822,2
1823,0
1824,2
1825,1
1826,2
1827,1
1828,1
1829,2
1830,3
1831,1
1832,2
1833,1
1834,1
1835,1
1836,3
1837,1
1838,1
1839,1
1840,1
1841,1
1842,1
1843,1
1844,1
1845,1
1846,0
1847,1
1848,1
1849,1
1850,1
1851,1
1852,2
1853,1
1854,1
1855,0
1856,1
1857,1
1858,1
1859,1
1860,1
1861,1
1862,1
1863,2
1864,2
1865,2
1866,1
1867,1
1868,1
1869,1
1870,1
1871,1
1872,1
1873,1
1874,1
1875,1
1876,1
1877,2
1878,1
1879,1
1880,1
1881,2
1882,1
1883,2
1884,1
1885,1
1886,1
1887,1
1888,1
1889,1
1890,3
1891,1
1892,1
1893,1
1894,1
1895,1
1896,1
1897,1
1898,3
1899,2
1900,1
1901,1
1902,1
1903,0
1904,1
1905,1
1906,1
1907,1
1908,1
1909,1
1910,1
1911,1
1912,1
1913,1
1914,1
1915,2
1916,1
1917,1
1918,1
1919,1
1920,1
1921,1
1922,1
1923,1
1924,1
1925,1
1926,2
1927,1
1928,1
1929,1
1930,0
1931,3
1932,1
1933,2
1934,1
1935,0
1936,1
1937,0
1938,1
1939,1
1940,1
1941,1
1942,1
1943,1
1944,1
1945,1
1946,0
1947,1
1948,2
1949,3
1950,1
1951,1
1952,3
1953,0
1954,1
1955,1
1956,3
1957,1
1958,1
1959,1
1960,2
1961,0
1962,1
1963,1
1964,1
1965,0
1966,1
1967,1
1968,1
1969,1
1970,1
1971,3
1972,1
1973,1
1974,1
1975,1
1976,0
1977,1
1978,1
1979,1
1980,3
1981,1
1982,1
1983,1
1984,2
1985,3
1986,1
1987,1
1988,1
1989,3
1990,1
1991,1
1992,1
1993,0
1994,2
1995,1
1996,1
1997,1
1998,1
1999,1
2000,1
2001,2
2002,2
2003,1
2004,1
2005,1
2006,2
2007,2
2008,1
2009,1
2010,1
2011,1
2012,2
2013,1
2014,1
2015,1
2016,0
2017,2
2018,1
2019,1
2020,1
2021,1
2022,1
2023,2
2024,3
2025,1
2026,2
2027,1
2028,1
2029,1
2030,2
2031,0
2032,1
2033,2
2034,1
2035,1
2036,1
2037,1
2038,2
2039,1
2040,2
2041,2
2042,2
2043,1
2044,2
2045,2
2046,1
2047,1
2048,1
2049,1
2050,1
2051,1
2052,1
2053,1
2054,1
2055,1
2056,1
2057,2
2058,1
2059,2
2060,0
2061,1
2062,1
2063,2
2064,2
2065,1
2066,1
2067,3
2068,0
2069,1
2070,1
2071,1
2072,2
2073,1
2074,2
2075,1
2076,3
2077,1
2078,1
2079,0
2080,2
2081,1
2082,1
2083,2
2084,1
2085,1
2086,1
2087,2
2088,1
2089,1
2090,1
2091,3
2092,3
2093,1
2094,1
2095,2
2096,1
2097,1
2098,2
2099,1
2100,1
2101,1
2102,1
2103,1
2104,1
2105,1
2106,1
2107,1
2108,1
2109,1
2110,1
2111,1
2112,1
2113,1
2114,1
2115,2
2116,2
2117,1
2118,1
2119,1
2120,1
2121,1
2122,1
2123,1
2124,1
2125,3
2126,1
2127,2
2128,1
2129,3
2130,1
2131,1
2132,2
2133,1
2134,1
2135,2
2136,3
2137,2
2138,2
2139,1
2140,1
2141,1
2142,1
2143,1
2144,1
2145,1
2146,1
2147,1
2148,1
2149,0
2150,1
2151,1
2152,1
2153,1
2154,3
2155,2
2156,1
2157,1
2158,1
2159,1
2160,1
2161,1
2162,2
2163,2
2164,1
2165,2
2166,1
2167,1
2168,1
2169,1
2170,2
2171,2
2172,1
2173,2
2174,1
2175,1
2176,1
2177,1
2178,1
2179,1
2180,2
2181,1
2182,1
2183,1
2184,3
2185,1
2186,1
2187,1
2188,1
2189,1
2190,1
2191,0
2192,2
2193,1
2194,1
2195,2
2196,1
2197,2
2198,1
2199,1
2200,1
2201,3
2202,1
2203,1
2204,1
2205,1
2206,0
2207,1
2208,1
2209,0
2210,1
2211,1
2212,1
2213,1
2214,1
2215,1
2216,1
2217,3
2218,2
2219,0
2220,0
2221,2
2222,1
2223,1
2224,1
2225,1
2226,1
2227,1
2228,1
2229,1
2230,1
2231,0
2232,0
2233,1
2234,1
2235,1
2236,1
2237,1
2238,3
2239,2
2240,1
2241,1
2242,1
2243,3
2244,1
2245,1
2246,1
2247,2
2248,1
2249,1
2250,1
2251,1
2252,1
2253,1
2254,1
2255,1
2256,1
2257,1
2258,0
2259,1
2260,1
2261,1
2262,1
2263,2
2264,0
2265,1
2266,1
2267,2
2268,1
2269,0
2270,2
2271,1
2272,1
2273,1
2274,3
2275,1
2276,0
2277,3
2278,1
2279,2
2280,1
2281,1
2282,2
2283,1
2284,1
2285,1
2286,0
2287,1
2288,1
2289,1
2290,1
2291,1
2292,1
2293,1
2294,1
2295,2
2296,1
2297,0
2298,2
2299,1
2300,1
2301,1
2302,1
2303,1
2304,1
2305,2
2306,3
2307,2
2308,1
2309,1
2310,2
2311,1
2312,2
2313,3
2314,1
2315,1
2316,1
2317,1
2318,1
2319,1
2320,1
2321,1
2322,1
2323,1
2324,0
2325,2
2326,1
2327,3
2328,2
2329,1
2330,3
2331,1
2332,1
2333,1
2334,1
2335,2
2336,1
2337,1
2338,1
2339,1
2340,1
2341,1
2342,1
2343,1
2344,1
2345,2
2346,1
2347,1
2348,1
2349,1
2350,2
2351,1
2352,1
2353,1
2354,1
2355,1
2356,2
2357,2
2358,2
2359,0
2360,2
2361,1
2362,2
2363,1
2364,1
2365,3
2366,1
2367,1
2368,1
2369,3
2370,1
2371,1
2372,1
2373,1
2374,1
2375,1
2376,1
2377,2
2378,1
2379,0
2380,2
2381,1
2382,2
2383,1
2384,1
2385,1
2386,2
2387,1
2388,1
2389,1
2390,1
2391,2
2392,0
2393,1
2394,3
2395,1
2396,0
2397,1
2398,1
2399,1
2400,1
2401,1
2402,2
2403,1
2404,1
2405,1
2406,1
2407,3
2408,1
2409,1
2410,1
2411,1
2412,1
2413,2
2414,1
2415,1
2416,1
2417,2
2418,1
2419,1
2420,1
2421,1
2422,1
2423,1
2424,1
2425,0
2426,2
2427,0
2428,1
2429,1
2430,2
2431,1
2432,1
2433,1
2434,2
2435,1
2436,1
2437,1
2438,1
2439,0
2440,1
2441,0
2442,1
2443,1
2444,2
2445,0
2446,1
2447,1
2448,1
2449,2
2450,2
2451,0
2452,1
2453,2
2454,2
2455,1
2456,1
2457,0
2458,3
2459,3
2460,1
2461,2
2462,3
2463,1
2464,1
2465,1
2466,2
2467,2
2468,3
2469,1
2470,1
2471,1
2472,1
2473,1
2474,1
2475,2
2476,1
2477,1
2478,2
2479,1
2480,1
2481,2
2482,1
2483,2
2484,1
2485,1
2486,1
2487,1
2488,3
2489,1
2490,1
2491,2
2492,1
2493,1
2494,2
2495,3
2496,1
2497,2
2498,1
2499,1
2500,1
2501,1
2502,1
2503,1
2504,1
2505,1
2506,1
2507,1
2508,1
2509,0
2510,2
2511,2
2512,2
2513,3
2514,1
2515,2
2516,1
2517,1
2518,1
2519,1
2520,1
2521,2
2522,1
2523,1
2524,1
2525,1
2526,1
2527,1
2528,1
2529,1
2530,1
2531,1
2532,1
2533,1
2534,3
2535,1
2536,2
2537,1
2538,1
2539,1
2540,1
2541,1
2542,0
2543,1
2544,1
2545,1
2546,1
2547,1
2548,1
2549,1
2550,1
2551,1
2552,1
2553,1
2554,1
2555,1
2556,2
2557,1
2558,1
2559,1
2560,0
2561,2
2562,1
2563,1
2564,2
2565,3
2566,3
2567,1
2568,1
2569,1
2570,1
2571,1
2572,2
2573,1
2574,2
2575,1
2576,2
2577,3
2578,1
2579,1
2580,2
2581,1
2582,1
2583,1
2584,1
2585,1
2586,1
2587,1
2588,1
2589,0
2590,1
2591,1
2592,1
2593,1
2594,2
2595,1
2596,1
2597,1
2598,1
2599,1
2600,1
2601,1
2602,1
2603,1
2604,1
2605,1
2606,1
2607,1
2608,1
2609,1
2610,1
2611,2
2612,2
2613,1
2614,3
2615,0
2616,1
2617,2
2618,2
2619,1
2620,1
2621,1
2622,2
2623,3
2624,1
2625,1
2626,1
2627,1
2628,3
2629,0
2630,1
2631,1
2632,2
2633,1
2634,1
2635,1
2636,1
2637,2
2638,3
2639,1
2640,3
2641,1
2642,1
2643,0
2644,1
2645,1
2646,2
2647,1
2648,2
2649,1
2650,1
2651,2
2652,0
2653,2
2654,2
2655,2
2656,3
2657,1
2658,1
2659,3
2660,2
2661,0
2662,2
2663,3
2664,1
2665,1
2666,1
2667,1
2668,3
2669,1
2670,1
2671,1
2672,1
2673,1
2674,1
2675,1
2676,3
2677,1
2678,1
2679,1
2680,1
2681,1
2682,1
2683,1
2684,1
2685,1
2686,0
2687,1
2688,1
2689,1
2690,1
2691,1
2692,1
2693,1
2694,1
2695,1
2696,1
2697,1
2698,1
2699,1
2700,2
2701,1
2702,1
2703,1
2704,1
2705,1
2706,2
2707,1
2708,2
2709,2
2710,1
2711,1
2712,1
2713,1
2714,1
2715,1
2716,1
2717,1
2718,3
2719,0
2720,1
2721,1
2722,1
2723,1
2724,1
2725,1
2726,3
2727,1
2728,1
2729,1
2730,1
2731,1
2732,2
2733,1
2734,3
2735,1
2736,1
2737,1
2738,3
2739,2
2740,1
2741,1
2742,1
2743,1
2744,1
2745,2
2746,0
2747,1
2748,1
2749,1
2750,2
2751,1
2752,1
2753,2
2754,1
2755,3
2756,1
2757,0
2758,2
2759,1
2760,2
2761,2
2762,1
2763,2
2764,1
2765,1
2766,1
2767,2
2768,1
2769,1
2770,1
2771,1
2772,1
2773,1
2774,1
2775,1
2776,2
2777,1
2778,1
2779,1
2780,2
2781,0
2782,2
2783,1
2784,0
2785,1
2786,3
2787,1
2788,2
2789,1
2790,0
2791,1
2792,1
2793,1
2794,1
2795,1
2796,1
2797,1
2798,1
2799,1
2800,1
2801,0
2802,2
2803,1
2804,1
2805,1
2806,1
2807,2
2808,1
2809,1
2810,2
2811,1
2812,1
2813,1
2814,1
2815,1
2816,2
2817,1
2818,1
2819,1
2820,1
2821,3
2822,2
2823,1
2824,1
2825,1
2826,1
2827,1
2828,1
2829,1
2830,1
2831,1
2832,0
2833,1
2834,1
2835,0
2836,1
2837,2
2838,3
2839,1
2840,2
2841,1
2842,1
2843,1
2844,1
2845,1
2846,1
2847,3
2848,3
2849,2
2850,1
2851,2
2852,0
2853,1
2854,1
2855,2
2856,1
2857,1
2858,1
2859,1
2860,1
2861,1
2862,3
2863,1
2864,1
2865,1
2866,1
2867,1
2868,0
2869,1
2870,0
2871,1
2872,0
2873,2
2874,1
2875,1
2876,3
2877,1
2878,1
2879,1
2880,1
2881,1
2882,0
2883,1
2884,1
2885,1
2886,1
2887,1
2888,1
2889,1
2890,1
2891,3
2892,0
2893,3
2894,1
2895,2
2896,1
2897,1
2898,1
2899,1
2900,1
2901,1
2902,2
2903,2
2904,1
2905,1
2906,1
2907,2
2908,1
2909,2
2910,1
2911,1
2912,1
2913,1
2914,1
2915,3
2916,1
2917,0
2918,0
2919,1
2920,1
2921,1
2922,1
2923,2
2924,1
2925,2
2926,1
2927,1
2928,1
2929,1
2930,1
2931,1
2932,1
2933,1
2934,1
2935,1
2936,1
2937,2
2938,1
2939,2
2940,0
2941,1
2942,1
2943,3
2944,1
2945,2
2946,1
2947,1
2948,1
2949,1
2950,1
2951,2
2952,1
2953,1
2954,1
2955,2
2956,1
2957,1
2958,1
2959,1
2960,1
2961,1
2962,1
2963,1
2964,1
2965,1
2966,1
2967,1
2968,1
2969,2
2970,1
2971,0
2972,3
2973,1
2974,1
2975,2
2976,1
2977,1
2978,3
2979,1
2980,1
2981,1
2982,1
2983,3
2984,1
2985,2
2986,1
2987,2
2988,1
2989,1
2990,2
2991,2
2992,1
2993,1
2994,1
2995,1
2996,1
